# t (s)	mx ()	my ()	mz ()	m_zrange0-20_x ()	m_zrange0-20_y ()	m_zrange0-20_z ()	m_zrange21-31_x ()	m_zrange21-31_y ()	m_zrange21-31_z ()	m_zrange32-52_x ()	m_zrange32-52_y ()	m_zrange32-52_z ()
1.4700000000002673e-09	0.30060446	0.011741856	-0.0049400707	0.60998684	0.057864137	-0.0047922293	-0.87680405	-0.17039911	-0.0065195025	0.6099869	0.057864238	-0.004792204
1.4800000000002703e-09	0.30411693	0.01626014	-0.0051535894	0.61578494	0.06367483	-0.0057098875	-0.8817314	-0.17014673	-0.0039592152	0.61578494	0.06367489	-0.005709837
1.4900000000002734e-09	0.30715042	0.020327376	-0.004506749	0.6214284	0.06787653	-0.005324547	-0.8885313	-0.16580375	-0.0021370153	0.6214284	0.06787653	-0.0053244918
1.5000000000002765e-09	0.3087877	0.022580115	-0.003560511	0.625518	0.06906696	-0.004325818	-0.89637625	-0.15885115	-0.0012114733	0.6255182	0.06906692	-0.004325772
1.5100000000002795e-09	0.30848292	0.0232375	-0.0030200903	0.6271637	0.0678631	-0.0036918938	-0.9045435	-0.1506173	-0.00093695766	0.62716377	0.06786304	-0.003691861
1.5200000000002826e-09	0.3065883	0.023434488	-0.003080469	0.6264289	0.065991566	-0.0035691462	-0.9114564	-0.14210677	-0.0017419022	0.62642896	0.06599148	-0.0035691236
1.5300000000002857e-09	0.30389896	0.023560127	-0.0035924201	0.6241018	0.06442139	-0.0036894053	-0.9161329	-0.13517268	-0.0039229966	0.6241018	0.064421274	-0.0036893878
1.5400000000002887e-09	0.30119288	0.02310695	-0.004327728	0.62123525	0.06297711	-0.0038821413	-0.91873807	-0.13175207	-0.006975631	0.62123525	0.06297698	-0.0038821348
1.5500000000002918e-09	0.29905117	0.021650758	-0.004907527	0.6188272	0.06135224	-0.0038679247	-0.9202426	-0.13282475	-0.010047404	0.61882704	0.061352096	-0.0038679417
1.5600000000002949e-09	0.29802555	0.019583397	-0.004906046	0.6176703	0.059874345	-0.0033143826	-0.920948	-0.13766335	-0.01225381	0.6176701	0.05987417	-0.0033144332
1.570000000000298e-09	0.2986437	0.017727803	-0.0044755093	0.61830914	0.0590684	-0.0024686083	-0.92028856	-0.14408866	-0.013398093	0.6183088	0.059068214	-0.0024686723
1.580000000000301e-09	0.30082142	0.016294854	-0.004278334	0.62061423	0.058869373	-0.0020203828	-0.91818523	-0.15074389	-0.014165725	0.62061405	0.058869176	-0.002020421
1.590000000000304e-09	0.30379453	0.014968152	-0.0046668528	0.6237041	0.058814563	-0.0023224875	-0.9150842	-0.15742344	-0.014977695	0.62370384	0.058814358	-0.0023224843
1.6000000000003071e-09	0.30657652	0.013404924	-0.005375597	0.62634647	0.058541417	-0.0031117536	-0.9111875	-0.16445962	-0.0155061735	0.62634623	0.05854119	-0.0031117122
1.6100000000003102e-09	0.3084501	0.011624063	-0.006043626	0.62782353	0.058076464	-0.004024436	-0.9073528	-0.17186022	-0.015329221	0.6278233	0.058076203	-0.0040243804
1.6200000000003133e-09	0.3093553	0.01027999	-0.006506085	0.6282914	0.058095355	-0.004895985	-0.9045175	-0.17892486	-0.014247802	0.62829113	0.058095057	-0.004895938
1.6300000000003164e-09	0.3097131	0.010353934	-0.006657421	0.6284248	0.059552442	-0.0055357437	-0.9031911	-0.18436863	-0.012475692	0.6284246	0.059552096	-0.0055357083
1.6400000000003194e-09	0.31020272	0.012279832	-0.0066185524	0.62907046	0.062827155	-0.005807777	-0.90322715	-0.18745276	-0.0111854235	0.6290701	0.06282679	-0.005807751
1.6500000000003225e-09	0.311535	0.015460343	-0.0066961753	0.63088006	0.06747163	-0.0059099845	-0.90353787	-0.189492	-0.011180193	0.6308799	0.06747127	-0.005909977
1.6600000000003256e-09	0.31398472	0.018966002	-0.0069547147	0.6339354	0.07280482	-0.006024008	-0.9030204	-0.19259539	-0.01206844	0.63393515	0.07280448	-0.006024033
1.6700000000003286e-09	0.31724182	0.022056418	-0.0071774507	0.6378739	0.078112915	-0.006055408	-0.9018377	-0.19775765	-0.013101026	0.63787377	0.07811261	-0.006055453
1.6800000000003317e-09	0.32077792	0.02432875	-0.0072512943	0.6420984	0.08277406	-0.0059598675	-0.9003485	-0.20458618	-0.013867147	0.64209837	0.08277379	-0.005959922
1.6900000000003348e-09	0.323973	0.025698284	-0.00730369	0.6458221	0.08653664	-0.005866454	-0.8986286	-0.21251504	-0.014513271	0.645822	0.08653642	-0.005866505
1.7000000000003378e-09	0.32639283	0.02612446	-0.0075283614	0.6485001	0.08936888	-0.005909542	-0.8967575	-0.22162798	-0.01550924	0.6485001	0.089368716	-0.005909577
1.7100000000003409e-09	0.3280582	0.025882136	-0.007969773	0.65010226	0.0916671	-0.0061635724	-0.89450586	-0.23208101	-0.016788522	0.65010214	0.09166696	-0.006163577
1.720000000000344e-09	0.32932398	0.025725441	-0.008442298	0.65104854	0.09436468	-0.006561135	-0.8917093	-0.2436862	-0.017655486	0.6510484	0.09436455	-0.0065611014
1.730000000000347e-09	0.33072457	0.026557766	-0.008576802	0.6520411	0.09845983	-0.006741488	-0.88839644	-0.25573865	-0.017633555	0.6520411	0.09845967	-0.0067414194
1.74000000000035e-09	0.33265126	0.028834684	-0.008110214	0.653663	0.10438786	-0.0063275783	-0.884865	-0.26761055	-0.01686299	0.65366286	0.104387596	-0.0063274847
1.7500000000003532e-09	0.33503443	0.03196982	-0.0069997013	0.6559461	0.111420825	-0.0050947107	-0.881605	-0.27943957	-0.016019795	0.655946	0.1114205	-0.0050946125
1.7600000000003562e-09	0.33750173	0.034438636	-0.005285718	0.6584891	0.11775247	-0.0029700182	-0.8789468	-0.2919281	-0.015605846	0.65848905	0.11775205	-0.002969927
1.7700000000003593e-09	0.33983532	0.034958627	-0.0032010672	0.66097033	0.121735595	-0.00033265934	-0.8767377	-0.30515647	-0.0153150465	0.66097033	0.12173507	-0.00033259075
1.7800000000003624e-09	0.34211177	0.03348557	-0.0011948305	0.6634902	0.12300315	0.0020345596	-0.8749794	-0.3178864	-0.014351426	0.6634902	0.12300255	0.002034593
1.7900000000003654e-09	0.3446139	0.03094038	0.00032814493	0.66649294	0.12224758	0.003549405	-0.8739794	-0.3280991	-0.012491242	0.6664929	0.122246966	0.0035493933
1.8000000000003685e-09	0.34782884	0.02826479	0.0011458644	0.67056745	0.12033029	0.0040720045	-0.8735596	-0.33434308	-0.010329409	0.6705674	0.120329715	0.0040719486
1.8100000000003716e-09	0.35243654	0.026128275	0.0013255322	0.6764338	0.117982686	0.0038348653	-0.873065	-0.33606273	-0.008446529	0.6764337	0.11798217	0.0038347822
1.8200000000003746e-09	0.3591078	0.024914749	0.001143389	0.68483037	0.11574121	0.0032312174	-0.87196046	-0.33340728	-0.006979069	0.6848301	0.1157408	0.0032311282
1.8300000000003777e-09	0.36820814	0.024688097	0.000951724	0.69618267	0.11383261	0.0026458937	-0.87004787	-0.3269518	-0.0056344494	0.69618237	0.11383233	0.002645814
1.8400000000003808e-09	0.37942177	0.025306366	0.0009466937	0.71016854	0.11232505	0.0022946242	-0.8676802	-0.31770676	-0.0042555938	0.7101682	0.11232489	0.002294575
1.8500000000003838e-09	0.39145947	0.026602753	0.00092331145	0.72532624	0.111262634	0.0019361868	-0.86571515	-0.30671614	-0.0029435405	0.72532594	0.111262575	0.0019361958
1.860000000000387e-09	0.40217155	0.028521482	0.0007392006	0.7391269	0.1107522	0.0014434978	-0.86521566	-0.29469696	-0.0019302468	0.73912686	0.11075213	0.0014435485
1.87000000000039e-09	0.4097705	0.030928608	0.00058222073	0.7494932	0.1109067	0.0011212185	-0.86716616	-0.28279775	-0.0014574364	0.7494932	0.11090658	0.0011212714
1.880000000000393e-09	0.4140331	0.032832567	0.000715979	0.7562717	0.110810384	0.0014100181	-0.872115	-0.27251187	-0.0019170863	0.75627184	0.110810205	0.0014100682
1.890000000000396e-09	0.41606587	0.033468194	0.0013167672	0.76059437	0.10956516	0.0025296952	-0.8788349	-0.26422548	-0.0032717027	0.76059437	0.1095649	0.0025297485
1.900000000000399e-09	0.41746917	0.032446403	0.0024669145	0.7640618	0.106694	0.004414454	-0.88540757	-0.2580539	-0.0048299916	0.76406175	0.1066936	0.00441452
1.9100000000004022e-09	0.41898346	0.029576957	0.0037594421	0.76736337	0.10207291	0.0064335437	-0.89073914	-0.25449044	-0.006185194	0.7673632	0.102072395	0.006433604
1.9200000000004053e-09	0.420746	0.025349023	0.00449287	0.77044713	0.09621822	0.007666543	-0.8939091	-0.25305685	-0.0073033134	0.77044696	0.09621766	0.007666573
1.9300000000004084e-09	0.4225895	0.020579727	0.0043955566	0.77299327	0.089949474	0.007665121	-0.8945073	-0.25278226	-0.007803517	0.7729932	0.08994897	0.0076650865
1.9400000000004114e-09	0.42484605	0.015624972	0.0036721814	0.7757003	0.083661705	0.0067253024	-0.8936014	-0.2533962	-0.00780575	0.77570015	0.08366133	0.0067252433
1.9500000000004145e-09	0.42776883	0.01098775	0.0021466366	0.7790998	0.077939086	0.00460028	-0.8920008	-0.25461963	-0.0072385534	0.7790996	0.07793887	0.004600255
1.9600000000004176e-09	0.43142515	0.007872252	-4.7055e-05	0.7833684	0.07404936	0.0014493767	-0.89006215	-0.25526148	-0.00604218	0.78336823	0.07404925	0.0014493723
1.9700000000004206e-09	0.43572125	0.0074107614	-0.002192074	0.78836423	0.07308631	-0.0015886739	-0.8877063	-0.2538091	-0.0050439625	0.7883641	0.073086224	-0.0015887357
1.9800000000004237e-09	0.4398745	0.00931689	-0.0035693226	0.79327875	0.07465191	-0.0033687316	-0.88576746	-0.2501598	-0.005085322	0.7932787	0.074651904	-0.0033688478
1.9900000000004268e-09	0.44331944	0.012181892	-0.0041178134	0.79756075	0.07714067	-0.003956725	-0.88498175	-0.24521706	-0.0055855056	0.7975607	0.07714079	-0.003956836
2.00000000000043e-09	0.4462008	0.015143762	-0.004161767	0.8013256	0.07951897	-0.003984518	-0.8850583	-0.23932874	-0.005702981	0.8013255	0.07951918	-0.003984586
2.010000000000433e-09	0.44875005	0.017927052	-0.004137416	0.80472404	0.08162632	-0.0039694645	-0.8853961	-0.23328514	-0.005636677	0.8047241	0.08162658	-0.003969476
2.020000000000436e-09	0.45133692	0.020344628	-0.003964703	0.80808336	0.08346559	-0.003738223	-0.8853809	-0.22807078	-0.0056636347	0.80808324	0.08346583	-0.0037381873
2.030000000000439e-09	0.45440102	0.022024255	-0.0034266661	0.8119	0.08468853	-0.0029110846	-0.8847147	-0.2242283	-0.00617444	0.81189996	0.08468868	-0.0029110278
2.040000000000442e-09	0.45824054	0.022355368	-0.0024370146	0.8167381	0.084672794	-0.0014223348	-0.8841012	-0.22244339	-0.006983237	0.81673795	0.08467285	-0.001422283
2.050000000000445e-09	0.46268183	0.02081385	-0.0011257938	0.8226406	0.08297545	0.00047741793	-0.88461655	-0.22366981	-0.0077638524	0.8226404	0.08297546	0.000477444
2.0600000000004482e-09	0.46774352	0.017243661	0.00042615307	0.82947713	0.07932334	0.0024898036	-0.8856419	-0.22762635	-0.007743194	0.82947695	0.07932335	0.0024897908
2.0700000000004513e-09	0.4733939	0.012548361	0.0017662513	0.83687747	0.07433275	0.0038710453	-0.8858609	-0.23207955	-0.006299631	0.83687717	0.07433276	0.0038710237
2.0800000000004544e-09	0.47894162	0.00814618	0.002482177	0.8441383	0.06923903	0.0041339425	-0.8860567	-0.23459606	-0.0036284283	0.844138	0.069239065	0.0041339323
2.0900000000004575e-09	0.483503	0.0050461944	0.0027884543	0.8506716	0.06507613	0.003656049	-0.8884698	-0.23406443	-0.0001242444	0.8506713	0.0650762	0.003656054
2.1000000000004605e-09	0.48682705	0.0033108392	0.003414914	0.8564619	0.061881702	0.0035226312	-0.8943466	-0.23031072	0.0036670417	0.8564617	0.06188184	0.003522624
2.1100000000004636e-09	0.4897086	0.0023192028	0.0047226707	0.86230195	0.058722608	0.004347506	-0.90272295	-0.22283098	0.0071679405	0.8623017	0.058722813	0.0043474687
2.1200000000004667e-09	0.49333382	0.0016916486	0.006397291	0.8690616	0.05486118	0.0057228697	-0.91091025	-0.2106487	0.010374513	0.86906135	0.054861464	0.00572283
2.1300000000004697e-09	0.4983382	0.0010408488	0.007997846	0.876842	0.049790956	0.0070144967	-0.91600907	-0.19375208	0.0135308225	0.87684184	0.049791276	0.007014493
2.1400000000004728e-09	0.50422937	-5.3023796e-05	0.00912522	0.8847656	0.04341679	0.0076994165	-0.91706973	-0.17394349	0.01665338	0.8847656	0.043417096	0.0076994672
2.150000000000476e-09	0.51011634	-0.0012310712	0.009371333	0.89184886	0.036616307	0.0073567294	-0.91479045	-0.15286729	0.019303817	0.89184874	0.036616556	0.0073568276
2.160000000000479e-09	0.5152623	-0.0014807393	0.00846107	0.8975875	0.030888597	0.005823002	-0.9109861	-0.13125452	0.020705337	0.8975876	0.030888733	0.005823112
2.170000000000482e-09	0.51935	0.00035936135	0.006691125	0.9019871	0.027768373	0.0035321757	-0.9073285	-0.109204784	0.020664982	0.9019871	0.027768353	0.003532258
2.180000000000485e-09	0.52263516	0.0043164142	0.0048981514	0.9055213	0.02745629	0.0015960004	-0.9043824	-0.0873795	0.019086324	0.9055213	0.02745614	0.0015960321
2.190000000000488e-09	0.5253958	0.008819638	0.0037686212	0.9085369	0.028278157	0.0009849656	-0.9020896	-0.067250125	0.015656978	0.9085369	0.02827796	0.0009849595
2.200000000000491e-09	0.5273609	0.011676015	0.0032787398	0.91076946	0.027935266	0.0017326393	-0.9008012	-0.05102539	0.010118916	0.91076934	0.027935073	0.0017326256
2.2100000000004943e-09	0.52794033	0.011465485	0.0032744643	0.91167295	0.025012007	0.0031947657	-0.90140235	-0.04042713	0.004248154	0.91167295	0.025011819	0.0031947629
2.2200000000004973e-09	0.5270107	0.008219619	0.0034930592	0.91109246	0.01930211	0.0043543675	-0.90391415	-0.034466043	0.0007464096	0.9110924	0.019301925	0.0043543805
2.2300000000005004e-09	0.525116	0.0032610458	0.0033451063	0.90954655	0.0116326455	0.0045644017	-0.90758246	-0.029572796	-0.0008630987	0.9095464	0.011632472	0.004564427
2.2400000000005035e-09	0.52342147	-0.002423546	0.002462493	0.9084405	0.003094138	0.003911645	-0.91196996	-0.024978708	-0.0028416384	0.9084404	0.0030939966	0.003911656
2.2500000000005065e-09	0.5227619	-0.008387067	0.0009662907	0.9090296	-0.0052461587	0.0026574284	-0.9177564	-0.02262796	-0.0056049586	0.90902936	-0.0052462383	0.002657406
2.2600000000005096e-09	0.52247375	-0.013258154	-0.0012263946	0.911039	-0.011426659	0.00038947182	-0.92729205	-0.023235746	-0.0079350155	0.91103876	-0.01142667	0.0003894111
2.2700000000005127e-09	0.52167577	-0.014994647	-0.0037814004	0.91319704	-0.01306624	-0.0029665497	-0.9400738	-0.025707368	-0.007796859	0.91319686	-0.013066158	-0.0029666596
2.2800000000005157e-09	0.5205055	-0.012365168	-0.005843794	0.9142622	-0.0093013365	-0.006180878	-0.9504204	-0.027093953	-0.005663964	0.9142621	-0.009301122	-0.006181005
2.290000000000519e-09	0.51871717	-0.0066605234	-0.0065990756	0.91317034	-0.0020218682	-0.007611566	-0.95535195	-0.0265479	-0.0038687445	0.91317034	-0.0020215441	-0.0076116584
2.300000000000522e-09	0.51598066	-0.0010039639	-0.005803291	0.90982544	0.0052608848	-0.0067813443	-0.9562025	-0.02626491	-0.0030516644	0.90982544	0.005261265	-0.006781379
2.310000000000525e-09	0.5122149	0.0022118723	-0.0042726453	0.90502775	0.009944795	-0.004720346	-0.9565935	-0.028278217	-0.003336398	0.90502775	0.009945182	-0.0047203316
2.320000000000528e-09	0.50758624	0.0022878097	-0.0031145771	0.89952594	0.011399976	-0.002926848	-0.95865566	-0.03370397	-0.004488517	0.899526	0.011400314	-0.0029267948
2.330000000000531e-09	0.5027425	-0.000109414425	-0.0026264642	0.8940382	0.010372223	-0.0019163939	-0.96189153	-0.042058356	-0.0059921565	0.8940382	0.010372475	-0.0019163352
2.340000000000534e-09	0.4986358	-0.003410076	-0.002756056	0.8894575	0.008580732	-0.001826597	-0.964924	-0.052055664	-0.007025162	0.8894575	0.008580903	-0.0018265679
2.350000000000537e-09	0.4956667	-0.0052701505	-0.0036775367	0.88612974	0.008653831	-0.0030300464	-0.96705216	-0.0620204	-0.0070029944	0.8861297	0.008653973	-0.0030300529
2.3600000000005403e-09	0.4928096	-0.0038748602	-0.004562454	0.88238364	0.012444684	-0.0044157514	-0.9669245	-0.06992837	-0.006061662	0.8823835	0.012444867	-0.0044157957
2.3700000000005433e-09	0.49063107	-0.0004039574	-0.003764447	0.8781872	0.01827566	-0.003722045	-0.96146667	-0.07520379	-0.0046868147	0.87818706	0.018275945	-0.0037221112
2.3800000000005464e-09	0.49130148	0.0032200413	-0.001962394	0.87613755	0.023853052	-0.002016553	-0.9497824	-0.078668825	-0.0021381897	0.87613744	0.023853468	-0.0020165762
2.3900000000005495e-09	0.4931995	0.005958409	-0.00081633776	0.8756212	0.028135628	-0.0013433642	-0.9378475	-0.081559755	0.001128414	0.8756212	0.028136114	-0.0013433214
2.4000000000005525e-09	0.49333426	0.007931775	-0.00061240164	0.87454784	0.03098604	-0.0017695436	-0.93285334	-0.08269988	0.0038935437	0.87454784	0.030986512	-0.0017694723
2.4100000000005556e-09	0.49103883	0.010072763	-0.0005671938	0.87213767	0.032473117	-0.0021612016	-0.93514854	-0.07751491	0.005695297	0.87213767	0.032473523	-0.0021611506
2.4200000000005587e-09	0.48716465	0.0121757155	-0.00037954003	0.8685314	0.032405227	-0.001919977	-0.94086933	-0.06630784	0.0057062637	0.8685314	0.032405548	-0.0019199591
2.4300000000005617e-09	0.48340353	0.014036297	-0.000107837266	0.86496955	0.031430155	-0.0011447098	-0.94617987	-0.05273238	0.0040180897	0.86496955	0.031430405	-0.0011447112
2.440000000000565e-09	0.48194057	0.015378066	0.0003352004	0.8635478	0.030044675	-4.4488163e-05	-0.94810057	-0.04021322	0.0019209754	0.8635477	0.03004491	-4.447829e-05
2.450000000000568e-09	0.4831348	0.015253956	0.0011924617	0.8652479	0.027748942	0.0014265026	-0.9486901	-0.03167567	0.0004947161	0.8652477	0.027749177	0.0014265394
2.460000000000571e-09	0.48516628	0.013060557	0.0021316817	0.86875165	0.023954546	0.0029438026	-0.95214164	-0.027903665	-0.00069055165	0.8687514	0.023954736	0.0029438448
2.470000000000574e-09	0.4863528	0.009134666	0.0021327296	0.8716074	0.019085497	0.0032868702	-0.9573944	-0.028841943	-0.002057353	0.8716072	0.019085603	0.0032869042
2.480000000000577e-09	0.4865909	0.0054835323	0.00051636837	0.87295425	0.01525681	0.0014921473	-0.96154416	-0.03251285	-0.0032835528	0.8729542	0.015256798	0.0014921866
2.49000000000058e-09	0.48735082	0.004604388	-0.0022882705	0.87432194	0.014984792	-0.002017198	-0.9630631	-0.03599605	-0.003830341	0.8743218	0.01498464	-0.0020171343
2.5000000000005832e-09	0.48937744	0.0074130786	-0.0051863957	0.87681293	0.01917695	-0.0056697144	-0.96248883	-0.038159184	-0.0042905584	0.87681293	0.019176645	-0.0056696357
2.5100000000005863e-09	0.49207258	0.012445836	-0.0071968716	0.8798598	0.026377406	-0.008019828	-0.960662	-0.040790398	-0.0053445217	0.8798598	0.026376968	-0.008019776
2.5200000000005893e-09	0.49385837	0.017648574	-0.00813841	0.8820408	0.03444524	-0.008833207	-0.96009934	-0.046007387	-0.0069868923	0.88204086	0.034444742	-0.008833215
2.5300000000005924e-09	0.49384534	0.021518175	-0.008115134	0.88239366	0.04167215	-0.008402171	-0.96157944	-0.054793168	-0.0085899085	0.88239384	0.041671686	-0.0084022265
2.5400000000005955e-09	0.49249002	0.023267806	-0.0072009093	0.8811234	0.046852093	-0.0071306145	-0.963546	-0.066415116	-0.008922113	0.88112354	0.046851754	-0.0071306946
2.5500000000005986e-09	0.49087602	0.02322177	-0.005569877	0.87926567	0.04968238	-0.0052970154	-0.9645077	-0.07797594	-0.007775148	0.87926567	0.049682193	-0.0052970876
2.5600000000006016e-09	0.49009764	0.022020886	-0.00353378	0.8781492	0.05041955	-0.0030759568	-0.96408904	-0.087169506	-0.006071736	0.87814903	0.050419502	-0.0030760048
2.5700000000006047e-09	0.49061543	0.02019204	-0.0016132693	0.8786193	0.049545206	-0.0011054815	-0.9632765	-0.09318229	-0.0039670356	0.8786191	0.04954524	-0.0011055019
2.5800000000006078e-09	0.4923798	0.018772833	-0.00046636566	0.88071615	0.048135012	-0.00037150068	-0.9624888	-0.09492149	-0.00093909184	0.88071585	0.048135106	-0.00037150335
2.590000000000611e-09	0.49503076	0.019444196	-0.00033729264	0.8839272	0.047850143	-0.0012709044	-0.9615488	-0.09029101	0.003329704	0.88392705	0.047850266	-0.0012709091
2.600000000000614e-09	0.49796784	0.023588847	-0.00075263553	0.8876259	0.05017495	-0.0029546162	-0.96107084	-0.07803811	0.00790478	0.8876259	0.050175108	-0.0029546265
2.610000000000617e-09	0.50058925	0.030717101	-0.0009729394	0.89121044	0.055033118	-0.003897467	-0.9617777	-0.060403924	0.010530594	0.8912104	0.055033304	-0.0038974732
2.62000000000062e-09	0.5026303	0.03822678	-0.0004886523	0.8942741	0.06035464	-0.0030861513	-0.96341896	-0.04263968	0.009803584	0.8942741	0.06035483	-0.0030861371
2.630000000000623e-09	0.5040996	0.04311318	0.0007095533	0.8966883	0.06345408	-0.00058270025	-0.9654352	-0.029628104	0.0060203867	0.8966883	0.06345425	-0.00058265467
2.640000000000626e-09	0.5050267	0.0435061	0.0020507928	0.89836836	0.062713146	0.0024552767	-0.9673344	-0.024621055	0.0008428834	0.89836824	0.062713236	0.0024553433
2.6500000000006292e-09	0.5056044	0.039618198	0.003039161	0.89941853	0.058452517	0.0047513326	-0.968531	-0.027795434	-0.0032018241	0.89941835	0.05845251	0.0047513973
2.6600000000006323e-09	0.50587356	0.03342779	0.0034630264	0.8999553	0.05245384	0.0056651197	-0.96927834	-0.035990667	-0.004652851	0.8999551	0.052453738	0.0056651765
2.6700000000006354e-09	0.5056442	0.027294047	0.003266666	0.8998764	0.046762068	0.005162373	-0.9701557	-0.04511886	-0.0036629185	0.89987624	0.046761878	0.0051624184
2.6800000000006384e-09	0.50493354	0.023307754	0.0026088024	0.89923126	0.043247532	0.0036756727	-0.9712702	-0.05178929	-0.001136953	0.8992311	0.043247275	0.0036756922
2.6900000000006415e-09	0.5040708	0.022268416	0.0020248513	0.8983203	0.042559262	0.0021739423	-0.9721125	-0.054440707	0.0018334787	0.8983201	0.04255897	0.0021739306
2.7000000000006446e-09	0.5032524	0.023484971	0.0018921773	0.8973156	0.043851476	0.0013621387	-0.97234946	-0.053283513	0.0043908437	0.8973154	0.043851197	0.0013620992
2.7100000000006476e-09	0.5022665	0.025772443	0.0023160188	0.89601314	0.0458282	0.0014991583	-0.9722662	-0.049295664	0.006046786	0.89601296	0.04582798	0.001499098
2.7200000000006507e-09	0.5007517	0.027821217	0.0033092774	0.89404106	0.047137447	0.0025924142	-0.9722554	-0.043879125	0.0068387114	0.89404094	0.04713729	0.0025923504
2.7300000000006538e-09	0.49869925	0.028449606	0.004789486	0.8914132	0.046476256	0.004405276	-0.9724159	-0.037966885	0.0072843097	0.89141303	0.046476163	0.004405233
2.740000000000657e-09	0.49644026	0.027065674	0.0064888345	0.8885721	0.04303997	0.006465908	-0.9727987	-0.03141828	0.007878319	0.8885719	0.043039918	0.006465903
2.75000000000066e-09	0.49431482	0.023744026	0.007813477	0.8859633	0.03675586	0.007953195	-0.9734162	-0.023554387	0.008817248	0.88596326	0.036755804	0.007953222
2.760000000000663e-09	0.49258775	0.01954091	0.008189521	0.88381183	0.028773243	0.008088106	-0.973791	-0.013480052	0.010233009	0.8838118	0.028773153	0.008088143
2.770000000000666e-09	0.4915695	0.01609868	0.0074560153	0.8823323	0.021022204	0.006660321	-0.9731681	-0.0003754315	0.012129953	0.8823323	0.021022083	0.006660342
2.780000000000669e-09	0.4916024	0.01479261	0.0058534998	0.88182914	0.01527441	0.0041169664	-0.97098416	0.01582426	0.013970347	0.88182926	0.015274247	0.004116961
2.790000000000672e-09	0.49264234	0.016109867	0.004033465	0.88220394	0.012387348	0.0015510616	-0.96707547	0.034222323	0.01476986	0.88220394	0.012387145	0.0015510169
2.8000000000006752e-09	0.49410608	0.019334087	0.0025783756	0.8828045	0.011868875	-5.2066334e-05	-0.96186626	0.0530622	0.013615994	0.8828044	0.011868646	-5.2154668e-05
2.8100000000006783e-09	0.49518389	0.02285236	0.0015621246	0.8828317	0.012402256	-0.000522755	-0.95637035	0.06922368	0.01021429	0.8828316	0.012402036	-0.0005228664
2.8200000000006814e-09	0.49530396	0.024985822	0.00089530315	0.8818116	0.012586224	-0.00025678315	-0.9516662	0.07958172	0.0056828805	0.88181174	0.012586047	-0.00025686872
2.8300000000006844e-09	0.49439737	0.025131585	0.00042891674	0.8798953	0.011771111	0.00016850758	-0.94871503	0.08360006	0.0015563507	0.8798955	0.011770981	0.00016850079
2.8400000000006875e-09	0.49306664	0.023751287	9.6900534e-05	0.87787294	0.010201093	0.0005246878	-0.947546	0.08270258	-0.0015950182	0.8778733	0.010200971	0.0005247626
2.8500000000006906e-09	0.49215442	0.021320777	-0.00010352725	0.8766764	0.008168341	0.0008400444	-0.9475034	0.07819499	-0.003898717	0.87667674	0.008168178	0.0008401434
2.8600000000006936e-09	0.49201754	0.018262785	-0.0003797859	0.8767365	0.0059212595	0.0008174842	-0.94845617	0.071281895	-0.0052449466	0.876737	0.005921032	0.00081754505
2.8700000000006967e-09	0.4924093	0.015453236	-0.0010030135	0.87782717	0.004158263	3.2229254e-05	-0.9507818	0.063724324	-0.0053445967	0.87782794	0.0041579977	3.223461e-05
2.8800000000006998e-09	0.49296802	0.014009663	-0.0018469316	0.879422	0.0037805054	-0.00136388	-0.95425606	0.05772873	-0.0041484693	0.87942266	0.00378025	-0.0013639077
2.890000000000703e-09	0.4934818	0.01461937	-0.0025304595	0.8810488	0.0052137286	-0.002697024	-0.95809156	0.055166207	-0.0023702353	0.8810495	0.005213528	-0.002697053
2.900000000000706e-09	0.49377617	0.017082956	-0.0027561153	0.882302	0.008188741	-0.0033095167	-0.96157295	0.056076676	-0.0010937091	0.8823026	0.008188603	-0.0033095286
2.910000000000709e-09	0.49376118	0.020322753	-0.0023930648	0.8829962	0.011783665	-0.0029315813	-0.9644278	0.05854383	-0.0007176091	0.88299674	0.011783579	-0.0029315827
2.920000000000712e-09	0.4936164	0.022994757	-0.0015954843	0.883364	0.014867407	-0.0018096056	-0.96665156	0.060103197	-0.0010580834	0.8833643	0.014867368	-0.0018096119
2.930000000000715e-09	0.4936264	0.024136078	-0.0006940148	0.88374996	0.016621955	-0.00042320648	-0.96814334	0.059019767	-0.0019160069	0.88375026	0.016621958	-0.00042322846
2.940000000000718e-09	0.49396604	0.023433592	1.6040733e-06	0.88437337	0.016782165	0.0007422188	-0.96887016	0.054725885	-0.0029604589	0.8843735	0.016782226	0.00074218126
2.9500000000007212e-09	0.4945494	0.021299282	0.00023756649	0.885132	0.01572807	0.0012225437	-0.9688716	0.047843732	-0.0036547487	0.88513213	0.015728194	0.0012225036
2.9600000000007243e-09	0.49511796	0.018793408	9.2206665e-06	0.8856425	0.014460923	0.0008679756	-0.967957	0.039881676	-0.0034238945	0.8856425	0.014461105	0.0008679457
2.9700000000007274e-09	0.49554798	0.017135536	-0.00038244016	0.8857648	0.014041832	2.6352913e-05	-0.96620923	0.032937024	-0.002094068	0.8857647	0.014042052	2.6336498e-05
2.9800000000007304e-09	0.49602938	0.016979732	-0.00064956717	0.88582194	0.014905797	-0.00077303656	-0.9639346	0.02867097	-0.00028561003	0.8858218	0.014906022	-0.00077303295
