m000000	1.128968e-07
m000001	8.24172e-08
m000002	7.03984e-08
m000003	6.3329e-08
m000004	5.843e-08
m000005	5.4779e-08
m000006	5.18222e-08
m000007	4.9366e-08
m000008	4.7298e-08
m000009	4.5505e-08
m000010	4.3893e-08
m000011	4.24496e-08
m000012	4.11584e-08
m000013	3.99916e-08
m000014	3.89208e-08
m000015	3.79254e-08
m000016	3.69928e-08
m000017	3.61172e-08
m000018	3.52956e-08
m000019	3.45254e-08
