0	0
5e-09	0
1e-08	0
1.5e-08	0
2e-08	0
2.5e-08	0
3e-08	0
3.5e-08	0
4e-08	0
4.5e-08	0
5e-08	0
5.5e-08	0
6e-08	0
6.5e-08	0
7e-08	0
7.5e-08	0
8e-08	0
8.5e-08	0
9e-08	0
9.5e-08	0
1e-07	0
1.05e-07	0
1.1e-07	0
1.15e-07	0
1.2e-07	-592070
1.25e-07	-800000
1.3e-07	-800000
1.35e-07	-800000
1.4e-07	-800000
1.45e-07	-800000
1.5e-07	-800000
1.55e-07	-800000
1.6e-07	-800000
1.65e-07	-800000
1.7e-07	-800000
1.75e-07	-800000
1.8e-07	-800000
1.85e-07	-800000
1.9e-07	-800000
1.95e-07	-800000
2e-07	-800000
2.05e-07	-800000
2.1e-07	-800000
2.15e-07	-800000
2.2e-07	-800000
2.25e-07	-800000
2.3e-07	-800000
2.35e-07	-800000
2.4e-07	-800000
2.45e-07	-800000
2.5e-07	-800000
2.55e-07	-800000
2.6e-07	-800000
2.65e-07	-800000
2.7e-07	-800000
2.75e-07	-800000
2.8e-07	-800000
2.85e-07	-800000
2.9e-07	-800000
2.95e-07	-800000
3e-07	-800000
3.05e-07	-800000
3.1e-07	-800000
3.15e-07	-800000
3.2e-07	-800000
3.25e-07	-800000
3.3e-07	-800000
3.35e-07	-800000
3.4e-07	-800000
3.45e-07	-800000
3.5e-07	-800000
3.55e-07	-800000
3.6e-07	-800000
3.65e-07	-800000
3.7e-07	-800000
3.75e-07	-800000
3.8e-07	-800000
3.85e-07	-800000
3.9e-07	-800000
3.95e-07	-800000
4e-07	-800000
4.05e-07	-800000
4.1e-07	-800000
4.15e-07	-607821
4.2e-07	-612072
4.25e-07	-372113
4.3e-07	0
4.35e-07	0
4.4e-07	0
4.45e-07	0
4.5e-07	0
4.55e-07	0
4.6e-07	-414371
4.65e-07	-800000
4.7e-07	-800000
4.75e-07	-800000
4.8e-07	-800000
4.85e-07	-800000
4.9e-07	-800000
4.95e-07	-800000
5e-07	-800000
5.05e-07	-800000
5.1e-07	-800000
5.15e-07	-800000
5.2e-07	-800000
5.25e-07	-800000
5.3e-07	-800000
5.35e-07	-800000
5.4e-07	-800000
5.45e-07	-800000
5.5e-07	-800000
5.55e-07	-800000
5.6e-07	-800000
5.65e-07	-800000
5.7e-07	-800000
5.75e-07	-800000
5.8e-07	-800000
5.85e-07	-800000
5.9e-07	-800000
5.95e-07	-800000
6e-07	-800000
6.05e-07	-800000
6.1e-07	-800000
6.15e-07	-800000
6.2e-07	-800000
6.25e-07	-800000
6.3e-07	-800000
6.35e-07	-800000
6.4e-07	-800000
6.45e-07	-800000
6.5e-07	-800000
6.55e-07	-800000
6.6e-07	-800000
6.65e-07	-800000
6.7e-07	-800000
6.75e-07	-800000
6.8e-07	-800000
6.85e-07	-800000
6.9e-07	-800000
6.95e-07	-800000
7e-07	-800000
7.05e-07	-800000
7.1e-07	-800000
7.15e-07	-800000
7.2e-07	-800000
7.25e-07	-800000
7.3e-07	-800000
7.35e-07	-800000
7.4e-07	-800000
7.45e-07	-800000
7.5e-07	-800000
7.55e-07	-800000
7.6e-07	-800000
7.65e-07	-800000
7.7e-07	-800000
7.75e-07	-800000
7.8e-07	-800000
7.85e-07	-800000
7.9e-07	-800000
7.95e-07	-800000
8e-07	-800000
8.05e-07	-800000
8.1e-07	-800000
8.15e-07	-800000
8.2e-07	-800000
8.25e-07	-800000
8.3e-07	-800000
8.35e-07	-800000
8.4e-07	-800000
8.45e-07	-800000
8.5e-07	-800000
8.55e-07	-800000
8.6e-07	-800000
8.65e-07	-800000
8.7e-07	-800000
8.75e-07	-800000
8.8e-07	-800000
8.85e-07	-800000
8.9e-07	-800000
8.95e-07	-800000
9e-07	-800000
9.05e-07	-800000
9.1e-07	-800000
9.15e-07	-800000
9.2e-07	-800000
9.25e-07	-800000
9.3e-07	-800000
9.35e-07	-800000
9.4e-07	-800000
9.45e-07	-800000
9.5e-07	-800000
9.55e-07	-800000
9.6e-07	-800000
9.65e-07	-800000
9.7e-07	-800000
9.75e-07	-800000
9.8e-07	-800000
9.85e-07	-800000
9.9e-07	-800000
9.95e-07	-800000
1e-06	-800000
1.005e-06	-800000
1.01e-06	-800000
1.015e-06	-800000
1.02e-06	-800000
1.025e-06	-800000
1.03e-06	-800000
1.035e-06	-800000
1.04e-06	-800000
1.045e-06	-800000
1.05e-06	-800000
1.055e-06	-800000
1.06e-06	-800000
1.065e-06	-800000
1.07e-06	-800000
1.075e-06	-800000
1.08e-06	-800000
1.085e-06	-800000
1.09e-06	-800000
1.095e-06	-800000
1.1e-06	-800000
1.105e-06	-800000
1.11e-06	-800000
1.115e-06	-800000
1.12e-06	-800000
1.125e-06	-800000
1.13e-06	-800000
1.135e-06	-800000
1.14e-06	-800000
1.145e-06	-800000
1.15e-06	-800000
1.155e-06	-800000
1.16e-06	-800000
1.165e-06	-800000
1.17e-06	-800000
1.175e-06	-800000
1.18e-06	-800000
1.185e-06	-800000
1.19e-06	-800000
1.195e-06	-800000
1.2e-06	-800000
1.205e-06	-800000
1.21e-06	-800000
1.215e-06	-800000
1.22e-06	-800000
1.225e-06	-800000
1.23e-06	-800000
1.235e-06	-800000
1.24e-06	-800000
1.245e-06	-800000
1.25e-06	-800000
1.255e-06	-800000
1.26e-06	-800000
1.265e-06	-800000
1.27e-06	-800000
1.275e-06	-800000
1.28e-06	-800000
1.285e-06	-800000
1.29e-06	-800000
1.295e-06	-800000
1.3e-06	-800000
1.305e-06	-800000
1.31e-06	-800000
1.315e-06	-800000
1.32e-06	-800000
1.325e-06	-800000
1.33e-06	-800000
1.335e-06	-800000
1.34e-06	-800000
1.345e-06	-800000
1.35e-06	-800000
1.355e-06	-800000
1.36e-06	-800000
1.365e-06	-800000
1.37e-06	-800000
1.375e-06	-800000
1.38e-06	-800000
1.385e-06	-800000
1.39e-06	-800000
1.395e-06	-800000
1.4e-06	-800000
1.405e-06	-800000
1.41e-06	-800000
1.415e-06	-800000
1.42e-06	-800000
1.425e-06	-800000
1.43e-06	-800000
1.435e-06	-800000
1.44e-06	-800000
1.445e-06	-800000
1.45e-06	-800000
1.455e-06	-800000
1.46e-06	-800000
1.465e-06	-800000
1.47e-06	-800000
1.475e-06	-800000
1.48e-06	-800000
1.485e-06	-800000
1.49e-06	-800000
1.495e-06	-800000
1.5e-06	-800000
1.505e-06	-800000
1.51e-06	-800000
1.515e-06	-800000
1.52e-06	-800000
1.525e-06	-800000
1.53e-06	-800000
1.535e-06	-800000
1.54e-06	-800000
1.545e-06	-800000
1.55e-06	-800000
1.555e-06	-800000
1.56e-06	-800000
1.565e-06	-800000
1.57e-06	-800000
1.575e-06	-800000
1.58e-06	-800000
1.585e-06	-800000
1.59e-06	-800000
1.595e-06	-800000
1.6e-06	-800000
1.605e-06	-800000
1.61e-06	-800000
1.615e-06	-800000
1.62e-06	-800000
1.625e-06	-800000
1.63e-06	-800000
1.635e-06	-800000
1.64e-06	-800000
1.645e-06	-800000
1.65e-06	-800000
1.655e-06	-800000
1.66e-06	-800000
1.665e-06	-800000
1.67e-06	-800000
1.675e-06	-800000
1.68e-06	-800000
1.685e-06	-800000
1.69e-06	-800000
1.695e-06	-800000
1.7e-06	-800000
1.705e-06	-800000
1.71e-06	-800000
1.715e-06	-800000
1.72e-06	-800000
1.725e-06	-800000
1.73e-06	-800000
1.735e-06	-800000
1.74e-06	-800000
1.745e-06	-800000
1.75e-06	-800000
1.755e-06	-800000
1.76e-06	-800000
1.765e-06	-800000
1.77e-06	-800000
1.775e-06	-800000
1.78e-06	-800000
1.785e-06	-800000
1.79e-06	-800000
1.795e-06	-800000
1.8e-06	-800000
1.805e-06	-800000
1.81e-06	-800000
