Fri Apr 26 15:08:11 2019

<permalloy> : Rectangle : 0m, 0m, 0m; 320nm, 80nm, 20nm. Cells : 64, 16, 4. Cellsize : 5nm, 5nm, 5nm
<permalloy2> : Rectangle : 0m, 0m, 25nm; 320nm, 80nm, 35nm. Cells : 64, 16, 2. Cellsize : 5nm, 5nm, 5nm
<supermesh> : Rectangle : 0m, 0m, 0m; 320nm, 80nm, 35nm. Cells : 64, 16, 7. Cellsize : 5nm, 5nm, 5nm

Saved data (dataname (unit) <meshname> (cells_rectangle)) : 

time (s)	<M> (A/m) <permalloy> (0m, 0m, 0m; 320nm, 80nm, 20nm)			<M> (A/m) <permalloy2> (0m, 0m, 0m; 320nm, 80nm, 10nm)			

0	-758240	2508.7	-1872.49	-723419	-617.469	-2969.87
1e-11	-756810	6034.65	3682.15	-723060	-1003.95	-3030.74
1.05e-11	-756668	6373.01	3925.93	-723023	-1047.25	-3043.36
2e-11	-752859	15035.6	7525.21	-722001	-2510.09	-3617.98
3e-11	-746959	26791.7	8746.81	-720394	-5935.43	-5040.99
4e-11	-739989	38145.7	7395.92	-718409	-12024.1	-7132.39
5.05e-11	-732750	46838.2	4134.47	-716033	-21377.2	-9345.88
6.05e-11	-726940	50798.4	543.291	-713602	-32135.1	-10553.6
7.05e-11	-722667	50865.2	-2353.9	-711235	-42806.6	-10145.9
8.05e-11	-720009	48402.6	-3893.8	-709327	-51104.1	-7885.97
9.05e-11	-718842	45135.1	-4063.9	-708330	-55020.1	-4146.82
1.005e-10	-718955	42480.7	-3348.15	-708505	-53454.9	190.314
1.105e-10	-720165	41044.1	-2498.53	-709746	-46561.6	4028.2
1.205e-10	-722320	40540.9	-2212.61	-711625	-35740.2	6409.78
1.305e-10	-725212	40067.2	-2814.64	-713592	-23295.1	6813.78
1.405e-10	-728581	38584.3	-4162.21	-715218	-11814.4	5302.91
1.505e-10	-732163	35451.8	-5715.78	-716363	-3447.61	2471.06
1.605e-10	-735712	30794	-6732.19	-717148	656.084	-772.791
1.705e-10	-739043	25547.8	-6611	-717803	560.835	-3508.27
1.805e-10	-742060	21153.2	-5189.36	-718568	-2634.47	-5122.21
1.905e-10	-744674	18971.9	-2796.41	-719637	-7307.53	-5511.76
2.005e-10	-746739	19733.5	-140.35	-721060	-11956.4	-5064.27
2.105e-10	-748035	23283.6	1979.66	-722662	-15704.9	-4440.47
2.205e-10	-748303	28654.9	3010.19	-724081	-18492.5	-4246.84
2.305e-10	-747302	34434.7	2816.33	-724894	-20897.1	-4744.38
2.405e-10	-744917	39268.4	1667.04	-724746	-23677.3	-5751.83
2.505e-10	-741249	42260.7	102.265	-723444	-27268.1	-6761.45
2.605e-10	-736637	43182.8	-1312.86	-720995	-31484.9	-7180.77
2.705e-10	-731645	42474.5	-2208.56	-717626	-35555.2	-6604.94
2.805e-10	-727037	40989.3	-2479.87	-713773	-38435.1	-4994
2.905e-10	-723595	39605.1	-2271.38	-710062	-39241.1	-2673.5
3.005e-10	-721839	38890.9	-1891.56	-707177	-37592.5	-202.881
3.105e-10	-721855	38914.4	-1694.13	-705648	-33737.5	1812.82
3.205e-10	-723328	39246.3	-1957.83	-705656	-28454.6	2914.34
3.305e-10	-725743	39178.2	-2763.33	-707011	-22800.3	2925.53
3.405e-10	-728632	38056.1	-3916.66	-709294	-17788.1	1993.78
3.505e-10	-731701	35576.4	-5007.26	-712056	-14096.7	527.654
3.605e-10	-734784	31959.9	-5575.62	-714940	-11902.6	-960.185
3.705e-10	-737750	27933.7	-5308.2	-717709	-10908.4	-2059.74
3.805e-10	-740443	24509.7	-4181.97	-720231	-10555.7	-2621
3.905e-10	-742658	22640	-2465.65	-722426	-10334.1	-2783.15
4.005e-10	-744185	22878.2	-611.274	-724214	-10054.7	-2873.86
4.105e-10	-744869	25179.5	887.267	-725490	-9968.79	-3244.25
4.205e-10	-744659	28904.8	1648.14	-726121	-10685.5	-4116.73
4.305e-10	-743616	33044.5	1534.28	-725947	-12922.4	-5481.22
4.405e-10	-741893	36590.7	699.251	-724817	-17164.9	-7054.59
4.505e-10	-739695	38901.6	-459.101	-722678	-23352.6	-8334.64
4.605e-10	-737226	39888.2	-1442.26	-719675	-30733.5	-8760.88
4.705e-10	-734673	39975	-1878.05	-716169	-37974.7	-7938.24
4.8e-10	-732333	39851.9	-1717.59	-712819	-43300.3	-5964.57
4.9e-10	-730138	40075	-1182.17	-709733	-45993.8	-2995.84
5e-10	-728424	40855.3	-713.155	-707459	-45011.7	217.135
5.1e-10	-727389	41896.1	-746.811	-706218	-40478.1	2924.5
5.2e-10	-727161	42521.3	-1496.1	-706102	-33288.5	4542.54
5.3e-10	-727736	41963.4	-2860.06	-707080	-24835.8	4807.89
5.4e-10	-728971	39714.4	-4464.79	-708984	-16623.9	3818.31
5.5e-10	-730631	35790	-5792.27	-711531	-9887.86	1966.17
5.6e-10	-732471	30811.7	-6358.61	-714391	-5342.81	-211.324
5.7e-10	-734322	25869.1	-5886.93	-717263	-3135.6	-2219.19
5.8e-10	-736121	22186.8	-4417.23	-719922	-2996.14	-3759.34
5.9e-10	-737859	20714	-2312.02	-722228	-4491.1	-4790.92
6e-10	-739502	21807.7	-143.491	-724091	-7250.62	-5471.55
6.1e-10	-740953	25134.7	1502.18	-725428	-11070.1	-6010.74
6.2e-10	-742053	29812.3	2227.7	-726122	-15856.1	-6519.55
6.3e-10	-742618	34715.7	1959.52	-726011	-21464.6	-6942.41
6.4e-10	-742504	38829.1	951.924	-724926	-27541.9	-7095.14
6.5e-10	-741640	41524.9	-340.414	-722780	-33472.1	-6767.21
6.6e-10	-740056	42680.6	-1457.5	-719671	-38456	-5826.65
6.7e-10	-737911	42603.1	-2115.29	-715941	-41679.3	-4288.58
6.8e-10	-735493	41818	-2288.19	-712152	-42517.6	-2337.45
6.9e-10	-733166	40819.6	-2159.07	-708957	-40718.1	-301.42
7e-10	-731270	39884.3	-1994.91	-706901	-36501.7	1422.22
7.1e-10	-730031	39017.3	-2026.83	-706250	-30547.5	2479.23
7.2e-10	-729517	38026.5	-2365.52	-706949	-23855.9	2672.37
7.3e-10	-729653	36665.1	-2966.64	-708717	-17522.5	2028.48
7.4e-10	-730288	34788.4	-3649.04	-711197	-12484.9	783.602
7.5e-10	-731249	32471	-4155	-714027	-9320.9	-711.06
7.6e-10	-732376	30035.3	-4245.6	-716866	-8157.38	-2115.85
7.7e-10	-733532	27973.1	-3808.26	-719401	-8717.42	-3202.33
7.8e-10	-734616	26787.2	-2919.84	-721388	-10477.5	-3892.64
7.9e-10	-735574	26804.9	-1822.68	-722695	-12869.1	-4244.62
8e-10	-736413	28042.8	-824.635	-723316	-15450.3	-4403.52
8.1e-10	-737191	30190.3	-173.138	-723334	-17998.6	-4533.04
8.2e-10	-737978	32717.8	31.3859	-722872	-20501.5	-4737.53
8.3e-10	-738797	35059.2	-156.048	-722038	-23055	-5004.29
8.4e-10	-739583	36788.2	-574.927	-720909	-25717.1	-5200.92
8.5e-10	-740174	37728.1	-1028.82	-719525	-28386.8	-5139.25
8.6e-10	-740364	37963.6	-1353.32	-717917	-30769.2	-4674.48
8.7e-10	-739996	37767.8	-1466.39	-716147	-32449.2	-3784.25
8.8e-10	-739021	37479.9	-1387.37	-714337	-33039	-2589.15
8.9e-10	-737522	37374.9	-1223.75	-712664	-32327.8	-1316.04
9e-10	-735699	37559.4	-1129.01	-711332	-30370.5	-228.749
9.1e-10	-733833	37931.7	-1241.38	-710538	-27492	448.649
9.2e-10	-732211	38228.4	-1625.24	-710421	-24208.2	595.219
9.3e-10	-731058	38140.2	-2238.22	-711028	-21088.2	225.358
9.4e-10	-730494	37444.4	-2939.54	-712299	-18602.5	-518.822
9.5e-10	-730522	36103	-3539.54	-714078	-17003.7	-1413.12
9.6e-10	-731053	34294.6	-3868.65	-716128	-16281	-2225.56
9.7e-10	-731954	32363.3	-3836.05	-718174	-16205.1	-2796.57
9.8e-10	-733085	30709.3	-3457.15	-719957	-16454.5	-3089.17
9.9e-10	-734318	29662.1	-2842.89	-721295	-16768.2	-3183.16
1e-09	-735538	29379.3	-2157.3	-722103	-17050.6	-3218.78
1.01e-09	-736649	29808.3	-1559.51	-722374	-17388.3	-3323.01
1.02e-09	-737575	30729.3	-1151.12	-722126	-17986.1	-3554.87
1.03e-09	-738273	31854.9	-949.21	-721378	-19057.1	-3887.54
1.04e-09	-738741	32940.7	-894.114	-720158	-20713.4	-4222.33
1.05e-09	-739000	33865.4	-884.459	-718551	-22891.2	-4422.65
1.06e-09	-739073	34650.7	-825.674	-716724	-25337.8	-4360.93
1.07e-09	-738955	35418.1	-676.262	-714922	-27663	-3970.32
1.08e-09	-738611	36302.5	-473.763	-713408	-29443.1	-3282.44
1.09e-09	-737996	37357.1	-327.483	-712403	-30342.3	-2428.99
1.1e-09	-737089	38492	-375.2	-712026	-30207.2	-1599.36
1.11e-09	-735930	39478.8	-717.844	-712286	-29099.4	-971.612
1.12e-09	-734632	40023.8	-1363.37	-713087	-27261.1	-652.578
1.13e-09	-733360	39879.1	-2208.76	-714264	-25033.2	-654.154
1.14e-09	-732290	38942.8	-3068.39	-715613	-22759.4	-907.108
1.15e-09	-731572	37308.7	-3737.46	-716940	-20706.3	-1296.72
1.16e-09	-731293	35251.1	-4063.87	-718081	-19023.3	-1705.68
1.17e-09	-731464	33149.5	-3997.04	-718929	-17750.9	-2053.58
1.18e-09	-732033	31380.9	-3596.55	-719435	-16870.8	-2320.71
1.19e-09	-732907	30218	-3002.46	-719610	-16368.7	-2545.36
1.2e-09	-733978	29764.9	-2380.2	-719509	-16277.5	-2792.41
1.21e-09	-735142	29952.5	-1861.59	-719215	-16673.8	-3105.95
1.22e-09	-736303	30587.7	-1505.74	-718813	-17626.5	-3471.87
