#output : convolution type - sim file name - field set (A/m) - diameter calculated (m)
0	Pt_disk_x5	20000	6.32078e-08
0	Pt_disk_x6	12000	1.393406e-07
0	Pt_disk_x6	13000	1.293834e-07
0	Pt_disk_x6	14000	1.195296e-07
0	Pt_disk_x6	15000	1.10514e-07
0	Pt_disk_x6	16000	1.023886e-07
0	Pt_disk_x6	17000	9.50586e-08
0	Pt_disk_x6	18000	8.8315e-08
0	Pt_disk_x6	19000	8.22656e-08
0	Pt_disk_x6	20000	7.67164e-08
