0.000000E+00	-4.291534E-11	3.606081E-11
1.269823E-14	1.376993E+00	1.385145E+01
6.349114E-14	6.884949E+00	6.932421E+01
2.666628E-13	2.891996E+01	2.922813E+02
7.237990E-13	7.857141E+01	8.000949E+02
8.988367E-13	9.763272E+01	9.967630E+02
1.152878E-12	1.253703E+02	1.284357E+03
1.383901E-12	1.506877E+02	1.548088E+03
1.564645E-12	1.705689E+02	1.755860E+03
1.733476E-12	1.892066E+02	1.951071E+03
1.907939E-12	2.085414E+02	2.153929E+03
2.085334E-12	2.282873E+02	2.361368E+03
2.265556E-12	2.484449E+02	2.573312E+03
2.448103E-12	2.689706E+02	2.789210E+03
2.632549E-12	2.898288E+02	3.008585E+03
2.818460E-12	3.109826E+02	3.230943E+03
3.005485E-12	3.324033E+02	3.455874E+03
3.193331E-12	3.540686E+02	3.683032E+03
3.381744E-12	3.759596E+02	3.912107E+03
3.570569E-12	3.980685E+02	4.142905E+03
3.759659E-12	4.203878E+02	4.375237E+03
3.948930E-12	4.429172E+02	4.608992E+03
4.138324E-12	4.656587E+02	4.844082E+03
4.327782E-12	4.886142E+02	5.080419E+03
4.517293E-12	5.117913E+02	5.317978E+03
4.706817E-12	5.351936E+02	5.556691E+03
4.896354E-12	5.588296E+02	5.796543E+03
5.085888E-12	5.827057E+02	6.037498E+03
5.275410E-12	6.068288E+02	6.279528E+03
5.464929E-12	6.312085E+02	6.522629E+03
5.654424E-12	6.558498E+02	6.766756E+03
5.843914E-12	6.807633E+02	7.011919E+03
6.033383E-12	7.059548E+02	7.258081E+03
6.222837E-12	7.314325E+02	7.505232E+03
6.412281E-12	7.572052E+02	7.753364E+03
6.601702E-12	7.832783E+02	8.002443E+03
6.805329E-12	8.116540E+02	8.271272E+03
7.019513E-12	8.418991E+02	8.555216E+03
7.226852E-12	8.715761E+02	8.831213E+03
7.422096E-12	8.998891E+02	9.092105E+03
7.612579E-12	9.278622E+02	9.347547E+03
7.802333E-12	9.560798E+02	9.602891E+03
7.991910E-12	9.846282E+02	9.858859E+03
8.181419E-12	1.013530E+03	1.011558E+04
8.370871E-12	1.042793E+03	1.037305E+04
8.560284E-12	1.072426E+03	1.063127E+04
8.749688E-12	1.102440E+03	1.089028E+04
8.939061E-12	1.132838E+03	1.115002E+04
9.128444E-12	1.163633E+03	1.141054E+04
9.317812E-12	1.194826E+03	1.167178E+04
9.507230E-12	1.226433E+03	1.193382E+04
9.696687E-12	1.258460E+03	1.219662E+04
9.900362E-12	1.293357E+03	1.247993E+04
1.010083E-11	1.328184E+03	1.275953E+04
1.029597E-11	1.362547E+03	1.303242E+04
1.048821E-11	1.396851E+03	1.330192E+04
1.067923E-11	1.431387E+03	1.357035E+04
1.086965E-11	1.466263E+03	1.383854E+04
1.105973E-11	1.501533E+03	1.410686E+04
1.124956E-11	1.537214E+03	1.437541E+04
1.143927E-11	1.573332E+03	1.464435E+04
1.162887E-11	1.609894E+03	1.491367E+04
1.181840E-11	1.646912E+03	1.518341E+04
1.200789E-11	1.684395E+03	1.545361E+04
1.219733E-11	1.722344E+03	1.572422E+04
1.238676E-11	1.760773E+03	1.599529E+04
1.257617E-11	1.799682E+03	1.626679E+04
1.276561E-11	1.839087E+03	1.653877E+04
1.295507E-11	1.878988E+03	1.681120E+04
1.314453E-11	1.919383E+03	1.708403E+04
1.333401E-11	1.960284E+03	1.735728E+04
1.352347E-11	2.001683E+03	1.763087E+04
1.371295E-11	2.043592E+03	1.790483E+04
1.390241E-11	2.086008E+03	1.817911E+04
1.409187E-11	2.128936E+03	1.845371E+04
1.428133E-11	2.172381E+03	1.872861E+04
1.447077E-11	2.216339E+03	1.900375E+04
1.466022E-11	2.260823E+03	1.927919E+04
1.484965E-11	2.305824E+03	1.955483E+04
1.503908E-11	2.351354E+03	1.983071E+04
1.522850E-11	2.397412E+03	2.010679E+04
1.541790E-11	2.443998E+03	2.038305E+04
1.560731E-11	2.491122E+03	2.065949E+04
1.579669E-11	2.538774E+03	2.093606E+04
1.598608E-11	2.586970E+03	2.121279E+04
1.617545E-11	2.635702E+03	2.148963E+04
1.636482E-11	2.684976E+03	2.176656E+04
1.655418E-11	2.734797E+03	2.204360E+04
1.674352E-11	2.785158E+03	2.232068E+04
1.693287E-11	2.836073E+03	2.259785E+04
1.712219E-11	2.887533E+03	2.287503E+04
1.731152E-11	2.939547E+03	2.315226E+04
1.750085E-11	2.992114E+03	2.342949E+04
1.769016E-11	3.045232E+03	2.370670E+04
1.787948E-11	3.098912E+03	2.398393E+04
1.806878E-11	3.153143E+03	2.426109E+04
1.825809E-11	3.207938E+03	2.453822E+04
1.844739E-11	3.263290E+03	2.481529E+04
1.863669E-11	3.319203E+03	2.509227E+04
1.882600E-11	3.375681E+03	2.536918E+04
1.901529E-11	3.432715E+03	2.564596E+04
1.920460E-11	3.490318E+03	2.592265E+04
1.939390E-11	3.548480E+03	2.619919E+04
1.958323E-11	3.607219E+03	2.647563E+04
1.977260E-11	3.666529E+03	2.675195E+04
1.996196E-11	3.726404E+03	2.702810E+04
2.015135E-11	3.786852E+03	2.730410E+04
2.034072E-11	3.847857E+03	2.757986E+04
2.053011E-11	3.909431E+03	2.785543E+04
2.071949E-11	3.971564E+03	2.813075E+04
2.090886E-11	4.034258E+03	2.840581E+04
2.109824E-11	4.097516E+03	2.868063E+04
2.128759E-11	4.161325E+03	2.895513E+04
2.147695E-11	4.225699E+03	2.922937E+04
2.166630E-11	4.290623E+03	2.950327E+04
2.185564E-11	4.356106E+03	2.977687E+04
2.204498E-11	4.422142E+03	3.005012E+04
2.223430E-11	4.488726E+03	3.032301E+04
2.242363E-11	4.555867E+03	3.059557E+04
2.261293E-11	4.623550E+03	3.086772E+04
2.280224E-11	4.691785E+03	3.113950E+04
2.299153E-11	4.760562E+03	3.141087E+04
2.318082E-11	4.829882E+03	3.168182E+04
2.337011E-11	4.899748E+03	3.195237E+04
2.355938E-11	4.970145E+03	3.222245E+04
2.374865E-11	5.041087E+03	3.249211E+04
2.393791E-11	5.112558E+03	3.276129E+04
2.412716E-11	5.184564E+03	3.303000E+04
2.431642E-11	5.257101E+03	3.329824E+04
2.450565E-11	5.330160E+03	3.356597E+04
2.469491E-11	5.403755E+03	3.383322E+04
2.488417E-11	5.477877E+03	3.409998E+04
2.507345E-11	5.552527E+03	3.436625E+04
2.526277E-11	5.627712E+03	3.463204E+04
2.545215E-11	5.703434E+03	3.489736E+04
2.564148E-11	5.779653E+03	3.516208E+04
2.583088E-11	5.856410E+03	3.542633E+04
2.602023E-11	5.933650E+03	3.568993E+04
2.620960E-11	6.011407E+03	3.595300E+04
2.639898E-11	6.089661E+03	3.621546E+04
2.658831E-11	6.168397E+03	3.647728E+04
2.677769E-11	6.247644E+03	3.673854E+04
2.696700E-11	6.327351E+03	3.699910E+04
2.715636E-11	6.407562E+03	3.725909E+04
2.734568E-11	6.488238E+03	3.751839E+04
2.753499E-11	6.569388E+03	3.777704E+04
2.772433E-11	6.651021E+03	3.803507E+04
2.791360E-11	6.733095E+03	3.829235E+04
2.810293E-11	6.815658E+03	3.854904E+04
2.829220E-11	6.898655E+03	3.880496E+04
2.848149E-11	6.982117E+03	3.906024E+04
2.867077E-11	7.066030E+03	3.931482E+04
2.886004E-11	7.150380E+03	3.956868E+04
2.904937E-11	7.235200E+03	3.982191E+04
2.923863E-11	7.320430E+03	4.007434E+04
2.942795E-11	7.406117E+03	4.032613E+04
2.961724E-11	7.492218E+03	4.057715E+04
2.980653E-11	7.578741E+03	4.082744E+04
2.999585E-11	7.665695E+03	4.107703E+04
3.018511E-11	7.753035E+03	4.132579E+04
3.037443E-11	7.840809E+03	4.157388E+04
3.056368E-11	7.928958E+03	4.182113E+04
3.075297E-11	8.017517E+03	4.206766E+04
3.094225E-11	8.106465E+03	4.231341E+04
3.113149E-11	8.195782E+03	4.255834E+04
3.132078E-11	8.285503E+03	4.280255E+04
3.151001E-11	8.375566E+03	4.304590E+04
3.169927E-11	8.466020E+03	4.328851E+04
3.188851E-11	8.556822E+03	4.353029E+04
3.207774E-11	8.647978E+03	4.377126E+04
3.226699E-11	8.739499E+03	4.401146E+04
3.245619E-11	8.831336E+03	4.425078E+04
3.264543E-11	8.923540E+03	4.448935E+04
3.283463E-11	9.016051E+03	4.472705E+04
3.302384E-11	9.108899E+03	4.496394E+04
3.321305E-11	9.202070E+03	4.520002E+04
3.340222E-11	9.295535E+03	4.543523E+04
3.359144E-11	9.389335E+03	4.566966E+04
3.378059E-11	9.483405E+03	4.590318E+04
3.396979E-11	9.577793E+03	4.613593E+04
3.415896E-11	9.672458E+03	4.636780E+04
3.434812E-11	9.767401E+03	4.659882E+04
3.453731E-11	9.862638E+03	4.682904E+04
3.472643E-11	9.958115E+03	4.705834E+04
3.491562E-11	1.005388E+04	4.728686E+04
3.510475E-11	1.014989E+04	4.751447E+04
3.529390E-11	1.024615E+04	4.774126E+04
3.548305E-11	1.034266E+04	4.796720E+04
3.567217E-11	1.043939E+04	4.819225E+04
3.586133E-11	1.053638E+04	4.841650E+04
3.605044E-11	1.063356E+04	4.863983E+04
3.623959E-11	1.073098E+04	4.886236E+04
3.642871E-11	1.082860E+04	4.908401E+04
3.661783E-11	1.092642E+04	4.930478E+04
3.680698E-11	1.102446E+04	4.952475E+04
3.699607E-11	1.112266E+04	4.974379E+04
3.718522E-11	1.122107E+04	4.996205E+04
3.737432E-11	1.131963E+04	5.017940E+04
3.756344E-11	1.141838E+04	5.039591E+04
3.775258E-11	1.151730E+04	5.061158E+04
3.794167E-11	1.161635E+04	5.082636E+04
3.813082E-11	1.171558E+04	5.104034E+04
3.831991E-11	1.181492E+04	5.125341E+04
3.850904E-11	1.191443E+04	5.146568E+04
3.869815E-11	1.201405E+04	5.167708E+04
3.888725E-11	1.211379E+04	5.188762E+04
3.907639E-11	1.221366E+04	5.209735E+04
3.926547E-11	1.231362E+04	5.230618E+04
3.945461E-11	1.241370E+04	5.251423E+04
3.964371E-11	1.251386E+04	5.272140E+04
3.983282E-11	1.261411E+04	5.292774E+04
4.002194E-11	1.271445E+04	5.313327E+04
4.021102E-11	1.281484E+04	5.333791E+04
4.040016E-11	1.291533E+04	5.354179E+04
4.058924E-11	1.301585E+04	5.374478E+04
4.077836E-11	1.311643E+04	5.394698E+04
4.096746E-11	1.321706E+04	5.414835E+04
4.115655E-11	1.331772E+04	5.434888E+04
4.134568E-11	1.341843E+04	5.454864E+04
4.153474E-11	1.351914E+04	5.474752E+04
4.172386E-11	1.361989E+04	5.494565E+04
4.191295E-11	1.372063E+04	5.514294E+04
4.210203E-11	1.382138E+04	5.533943E+04
4.229114E-11	1.392213E+04	5.553514E+04
4.248020E-11	1.402285E+04	5.573000E+04
4.266932E-11	1.412358E+04	5.592413E+04
4.285838E-11	1.422426E+04	5.611742E+04
4.304747E-11	1.432493E+04	5.630996E+04
4.323655E-11	1.442555E+04	5.650171E+04
4.342561E-11	1.452611E+04	5.669265E+04
4.361471E-11	1.462665E+04	5.688287E+04
4.380375E-11	1.472710E+04	5.707226E+04
4.399284E-11	1.482751E+04	5.726094E+04
4.418189E-11	1.492783E+04	5.744883E+04
4.437095E-11	1.502807E+04	5.763596E+04
4.456003E-11	1.512824E+04	5.782237E+04
4.474906E-11	1.522829E+04	5.800798E+04
4.493814E-11	1.532827E+04	5.819291E+04
4.512717E-11	1.542812E+04	5.837704E+04
4.531623E-11	1.552787E+04	5.856048E+04
4.550529E-11	1.562750E+04	5.874318E+04
4.569431E-11	1.572699E+04	5.892513E+04
4.588339E-11	1.582638E+04	5.910642E+04
4.607240E-11	1.592560E+04	5.928693E+04
4.626146E-11	1.602470E+04	5.946679E+04
4.645049E-11	1.612363E+04	5.964591E+04
4.663952E-11	1.622241E+04	5.982434E+04
4.682858E-11	1.632104E+04	6.000210E+04
4.701764E-11	1.641951E+04	6.017918E+04
4.720669E-11	1.651779E+04	6.035556E+04
4.739580E-11	1.661592E+04	6.053134E+04
4.758488E-11	1.671385E+04	6.070641E+04
4.777399E-11	1.681161E+04	6.088084E+04
4.796315E-11	1.690919E+04	6.105466E+04
4.815224E-11	1.700653E+04	6.122776E+04
4.834142E-11	1.710371E+04	6.140030E+04
4.853052E-11	1.720063E+04	6.157213E+04
4.871968E-11	1.729736E+04	6.174337E+04
4.890884E-11	1.739385E+04	6.191397E+04
4.909795E-11	1.749010E+04	6.208391E+04
4.928714E-11	1.758614E+04	6.225331E+04
4.947624E-11	1.768190E+04	6.242201E+04
4.966542E-11	1.777744E+04	6.259018E+04
4.985455E-11	1.787271E+04	6.275770E+04
5.004369E-11	1.796772E+04	6.292463E+04
5.023287E-11	1.806248E+04	6.309102E+04
5.042197E-11	1.815693E+04	6.325675E+04
5.061117E-11	1.825116E+04	6.342199E+04
5.080028E-11	1.834506E+04	6.358659E+04
5.098944E-11	1.843870E+04	6.375066E+04
5.117860E-11	1.853205E+04	6.391419E+04
5.136771E-11	1.862508E+04	6.407712E+04
5.155691E-11	1.871785E+04	6.423958E+04
5.174601E-11	1.881026E+04	6.440141E+04
5.193519E-11	1.890241E+04	6.456279E+04
5.212433E-11	1.899421E+04	6.472361E+04
5.231346E-11	1.908570E+04	6.488391E+04
5.250264E-11	1.917688E+04	6.504374E+04
5.269174E-11	1.926770E+04	6.520299E+04
5.288093E-11	1.935822E+04	6.536183E+04
5.307004E-11	1.944837E+04	6.552010E+04
5.325920E-11	1.953820E+04	6.567793E+04
5.344836E-11	1.962768E+04	6.583529E+04
5.363746E-11	1.971679E+04	6.599213E+04
5.382665E-11	1.980558E+04	6.614858E+04
5.401575E-11	1.989397E+04	6.630449E+04
5.420492E-11	1.998203E+04	6.646001E+04
5.439405E-11	2.006970E+04	6.661506E+04
5.458316E-11	2.015700E+04	6.676966E+04
5.477234E-11	2.024395E+04	6.692388E+04
5.496142E-11	2.033048E+04	6.707760E+04
5.515060E-11	2.041667E+04	6.723098E+04
5.533970E-11	2.050243E+04	6.738389E+04
5.552884E-11	2.058783E+04	6.753643E+04
5.571799E-11	2.067284E+04	6.768858E+04
5.590708E-11	2.075742E+04	6.784029E+04
5.609625E-11	2.084165E+04	6.799169E+04
5.628533E-11	2.092542E+04	6.814264E+04
5.647448E-11	2.100883E+04	6.829327E+04
5.666360E-11	2.109181E+04	6.844352E+04
5.685270E-11	2.117437E+04	6.859340E+04
5.704187E-11	2.125654E+04	6.874298E+04
5.723094E-11	2.133826E+04	6.889215E+04
5.742010E-11	2.141959E+04	6.904105E+04
5.760919E-11	2.150047E+04	6.918957E+04
5.779831E-11	2.158093E+04	6.933780E+04
5.798745E-11	2.166097E+04	6.948572E+04
5.817653E-11	2.174056E+04	6.963328E+04
5.836570E-11	2.181975E+04	6.978062E+04
5.855477E-11	2.189846E+04	6.992758E+04
5.874391E-11	2.197676E+04	7.007432E+04
5.893302E-11	2.205461E+04	7.022075E+04
5.912212E-11	2.213200E+04	7.036689E+04
5.931127E-11	2.220898E+04	7.051281E+04
5.950034E-11	2.228547E+04	7.065840E+04
5.968950E-11	2.236155E+04	7.080381E+04
5.987859E-11	2.243715E+04	7.094891E+04
6.006771E-11	2.251231E+04	7.109380E+04
6.025685E-11	2.258701E+04	7.123847E+04
6.044592E-11	2.266124E+04	7.138286E+04
6.063509E-11	2.273504E+04	7.152709E+04
6.082416E-11	2.280835E+04	7.167104E+04
6.101330E-11	2.288121E+04	7.181484E+04
6.120242E-11	2.295361E+04	7.195841E+04
6.139151E-11	2.302553E+04	7.210176E+04
6.158067E-11	2.309701E+04	7.224498E+04
6.176974E-11	2.316798E+04	7.238794E+04
6.195890E-11	2.323852E+04	7.253079E+04
6.214799E-11	2.330857E+04	7.267342E+04
6.233710E-11	2.337815E+04	7.281590E+04
6.252624E-11	2.344726E+04	7.295825E+04
6.271531E-11	2.351588E+04	7.310038E+04
6.290448E-11	2.358406E+04	7.324244E+04
6.309355E-11	2.365172E+04	7.338428E+04
6.328268E-11	2.371893E+04	7.352604E+04
6.347180E-11	2.378566E+04	7.366765E+04
6.366088E-11	2.385190E+04	7.380911E+04
6.385004E-11	2.391768E+04	7.395051E+04
6.403916E-11	2.398297E+04	7.409176E+04
6.422829E-11	2.404779E+04	7.423292E+04
6.441740E-11	2.411212E+04	7.437396E+04
6.460648E-11	2.417595E+04	7.451488E+04
6.479561E-11	2.423932E+04	7.465575E+04
6.498475E-11	2.430222E+04	7.479654E+04
6.517387E-11	2.436462E+04	7.493723E+04
6.536302E-11	2.442655E+04	7.507787E+04
6.555209E-11	2.448798E+04	7.521838E+04
6.574121E-11	2.454893E+04	7.535887E+04
6.593035E-11	2.460941E+04	7.549930E+04
6.611944E-11	2.466940E+04	7.563965E+04
6.630861E-11	2.472892E+04	7.578001E+04
6.649768E-11	2.478793E+04	7.592024E+04
6.668684E-11	2.484649E+04	7.606050E+04
6.687595E-11	2.490455E+04	7.620070E+04
6.706506E-11	2.496212E+04	7.634086E+04
6.725422E-11	2.501924E+04	7.648103E+04
6.744329E-11	2.507584E+04	7.662112E+04
6.763246E-11	2.513199E+04	7.676127E+04
6.782155E-11	2.518764E+04	7.690134E+04
6.801068E-11	2.524282E+04	7.704143E+04
6.819982E-11	2.529753E+04	7.718154E+04
6.838890E-11	2.535173E+04	7.732159E+04
6.857807E-11	2.540549E+04	7.746173E+04
6.876714E-11	2.545875E+04	7.760180E+04
6.895629E-11	2.551155E+04	7.774194E+04
6.914540E-11	2.556386E+04	7.788208E+04
6.933450E-11	2.561569E+04	7.802222E+04
