Mon Jul 15 12:14:02 2019

<permalloy> : Rectangle : 0m, 0m, 0m; 640nm, 320nm, 10nm. Cells : 128, 64, 2. Cellsize : 5nm, 5nm, 5nm
<permalloy2> : Rectangle : 0m, 0m, 11nm; 640nm, 320nm, 31nm. Cells : 128, 64, 4. Cellsize : 5nm, 5nm, 5nm
<permalloy0> : Rectangle : 0m, 0m, -21nm; 640nm, 320nm, -1000pm. Cells : 128, 64, 4. Cellsize : 5nm, 5nm, 5nm
<supermesh> : Rectangle : 0m, 0m, -21nm; 640nm, 320nm, 31nm. Cells : 128, 64, 52. Cellsize : 5nm, 5nm, 1000pm

Saved data (dataname (unit) <meshname> (cells_rectangle)) : 

time (s)	<M> (A/m) <permalloy0> (0m, 0m, 0m; 640nm, 320nm, 20nm)			<M> (A/m) <permalloy> (0m, 0m, 0m; 640nm, 320nm, 10nm)			<M> (A/m) <permalloy2> (0m, 0m, 0m; 640nm, 320nm, 20nm)			

1.4405e-09	484471	45432	3387.44	-697057	-115066	-8712.76	484471	45431.8	3387.45
1.4505e-09	483253	43257.7	719.028	-696632	-126232	-9552.27	483252	43257.4	719.031
1.4605e-09	483315	44315.5	-2161.8	-697612	-137244	-9538.5	483314	44315.1	-2161.79
1.4705e-09	484980	47481.3	-4443.72	-700215	-146182	-8582.3	484979	47480.7	-4443.71
1.4805e-09	487906	51670.6	-5350.07	-704501	-151296	-6783.79	487905	51669.9	-5350.09
1.4905e-09	491417	55679.6	-4654.43	-710264	-152214	-4770.82	491416	55678.8	-4654.49
1.5005e-09	494853	58129.8	-3306.93	-717070	-150163	-3278.14	494853	58129	-3307.01
1.5105e-09	497513	58510.3	-2434.62	-723873	-146541	-2515.61	497512	58509.6	-2434.72
1.5205e-09	498740	57353.8	-2304.97	-729657	-142163	-2521.44	498739	57353.2	-2305.06
1.5305e-09	498506	55854.5	-2632.65	-734157	-137932	-3128.89	498505	55854	-2632.7
1.5405e-09	497247	54949.2	-3056.85	-737819	-134405	-4240.99	497247	54948.7	-3056.84
1.5505e-09	495488	54571.5	-3565.4	-740692	-132101	-5996.57	495488	54571	-3565.34
1.5605e-09	493775	54158.2	-4002.16	-742095	-131973	-8264.92	493774	54157.7	-4002.09
1.5705e-09	492829	53466.2	-3919.34	-741345	-134498	-10433.9	492829	53465.7	-3919.29
1.5805e-09	493117	52693.4	-3229.94	-738636	-139148	-11873.9	493117	52692.8	-3229.91
1.5905e-09	494571	51991.5	-2077.51	-734329	-144822	-12473.2	494570	51990.8	-2077.49
1.6005e-09	496750	51061.1	-754.46	-729321	-150710	-12336	496750	51060.3	-754.45
1.6105e-09	499063	49662.8	51.0189	-724992	-156095	-11352.7	499063	49661.9	51.0169
1.6205e-09	501156	48270.5	-191.489	-722148	-159933	-9366.21	501156	48269.5	-191.503
1.6305e-09	503080	48043.3	-1282.55	-720615	-160979	-6666.22	503079	48042.3	-1282.57
1.6405e-09	505038	50021.9	-2704.67	-720333	-158485	-4243.76	505038	50020.8	-2704.68
1.6505e-09	507102	54249.1	-4084.25	-721474	-153207	-3026.92	507102	54248	-4084.25
1.6605e-09	509243	59685.1	-5188.58	-723764	-147166	-3427.13	509243	59683.9	-5188.56
1.6705e-09	511535	65108	-5915.26	-726411	-142727	-5336.9	511534	65106.8	-5915.25
1.6805e-09	514096	69628.7	-6241.4	-728293	-141711	-8269.29	514095	69627.5	-6241.41
1.6905e-09	516753	72700.6	-6162.4	-728683	-145390	-11908.3	516753	72699.4	-6162.42
1.7005e-09	519117	74212	-5751.35	-727538	-154918	-15841	519116	74210.8	-5751.39
1.7105e-09	520897	74742.6	-5229.86	-724871	-170060	-18848.6	520897	74741.5	-5229.93
1.7205e-09	521937	75495.8	-4930.46	-720390	-188384	-19950	521937	75494.7	-4930.54
1.7305e-09	522240	77597	-4938.96	-714386	-206837	-19255	522240	77596	-4939.05
1.7405e-09	522236	81497.4	-4844	-707968	-223430	-17563.3	522236	81496.4	-4844.09
1.7505e-09	522632	86910	-4208.26	-702000	-237499	-15736.8	522632	86909.1	-4208.35
1.7605e-09	523888	92812.5	-2879.92	-697108	-249392	-14286.6	523888	92811.7	-2880
1.7705e-09	526160	97788	-1100.45	-693831	-259750	-13280.6	526160	97787.1	-1100.55
1.7805e-09	529484	100895	583.002	-692128	-268969	-12325.4	529484	100894	582.886
1.7905e-09	533809	102128	1677.58	-691645	-276752	-10867.3	533808	102127	1677.43
1.8005e-09	539079	102035	2076.65	-691876	-282091	-8976.98	539078	102034	2076.5
1.8105e-09	545530	101179	2044	-692103	-283856	-7152.84	545529	101178	2043.88
1.8205e-09	553663	100028	1982.61	-691822	-281725	-5630.27	553661	100028	1982.54
1.8305e-09	563618	98845.2	2164.46	-691211	-276636	-4255.56	563616	98845	2164.47
1.8405e-09	574792	97622.1	2388.42	-690483	-269626	-2851.81	574791	97622.1	2388.56
1.8505e-09	585759	96378.8	2189.72	-689830	-261034	-1404.65	585758	96378.7	2189.95
1.8605e-09	595003	95453.3	1800.48	-689752	-250800	-146.303	595002	95453	1800.64
1.8705e-09	602121	94314.3	1832.28	-691593	-240154	395.517	602121	94313.7	1832.35
1.8805e-09	607340	92167.9	2521.55	-696245	-230721	-282.603	607339	92167.1	2521.6
1.8905e-09	611400	88799.2	3891.56	-702408	-223425	-1989.78	611399	88798.3	3891.63
1.9005e-09	614994	84340.3	5521.03	-707781	-218526	-3594.27	614993	84339.1	5521.12
1.9105e-09	618184	79187.5	6705.25	-710972	-215542	-4494.67	618183	79186	6705.33
1.9205e-09	620585	73930.2	6769.23	-711669	-213168	-4793.66	620584	73928.8	6769.2
1.9305e-09	622519	68987.7	6019.79	-710785	-211029	-4832.11	622518	68986.5	6019.69
1.9405e-09	624657	64365.4	4560.01	-709533	-209665	-4813.81	624656	64364.6	4560.1
