0	-1	1.22465e-16	1.22465e-16
1.05e-11	-0.998595	0.00290288	0.0038791
2.05e-11	-0.996585	0.0103468	0.00692545
3.05e-11	-0.992693	0.0210285	0.0090677
4.05e-11	-0.985749	0.0333178	0.0103686
5.05e-11	-0.972569	0.0456476	0.0109773
6.05e-11	-0.949798	0.0566239	0.0109515
7.05e-11	-0.9122	0.0649225	0.0104181
8.05e-11	-0.863339	0.0703181	0.00978175
9.05e-11	-0.814243	0.0743763	0.0093714
1.005e-10	-0.772655	0.0789326	0.00923974
1.105e-10	-0.737151	0.0842229	0.00923339
1.205e-10	-0.697431	0.088297	0.00894776
1.305e-10	-0.645553	0.0891435	0.0081554
1.405e-10	-0.583987	0.0867673	0.0073147
1.505e-10	-0.519314	0.0820356	0.00632083
1.605e-10	-0.454696	0.0753844	0.00502579
1.705e-10	-0.388383	0.0673821	0.00398969
1.805e-10	-0.315495	0.0581333	0.00408973
1.905e-10	-0.232918	0.0459844	0.00587321
2.005e-10	-0.143503	0.0287238	0.00895834
2.105e-10	-0.0557524	0.00652125	0.0112773
2.205e-10	0.0178406	-0.0172633	0.0100377
2.305e-10	0.0672123	-0.038373	0.00517095
2.405e-10	0.0933013	-0.0530334	-0.00038997
2.505e-10	0.104207	-0.0601486	-0.00482368
2.605e-10	0.107305	-0.0606025	-0.0094854
2.705e-10	0.108865	-0.0544921	-0.01567
2.805e-10	0.110216	-0.0386969	-0.0221278
2.905e-10	0.109405	-0.0123853	-0.0255888
3.005e-10	0.105541	0.0189414	-0.0234647
3.105e-10	0.099016	0.048739	-0.0159334
3.205e-10	0.0918789	0.0694536	-0.00587333
3.305e-10	0.0873413	0.0760493	0.00235714
3.405e-10	0.088071	0.0677764	0.00656611
3.505e-10	0.0933949	0.047178	0.00712594
3.605e-10	0.101986	0.0209405	0.0057072
3.705e-10	0.111535	-0.00178573	0.00259469
3.805e-10	0.121727	-0.0164799	-0.000995761
3.905e-10	0.133846	-0.0243515	-0.00372121
4.005e-10	0.147614	-0.0279818	-0.00672333
4.105e-10	0.161114	-0.0300382	-0.0102929
4.205e-10	0.173445	-0.0316818	-0.0136074
4.305e-10	0.184675	-0.0331525	-0.0164798
4.405e-10	0.194654	-0.0356148	-0.0196278
4.505e-10	0.206586	-0.0386999	-0.02283
4.605e-10	0.223458	-0.0414228	-0.0231363
4.705e-10	0.246091	-0.0440615	-0.0182031
4.805e-10	0.272966	-0.0466138	-0.0101884
4.905e-10	0.299716	-0.0492646	-0.00210638
5.005e-10	0.320385	-0.0537218	0.0048436
5.105e-10	0.332113	-0.061097	0.00974241
5.205e-10	0.335434	-0.0707939	0.0115463
5.305e-10	0.332059	-0.082777	0.00993354
5.405e-10	0.325043	-0.0958878	0.00637795
5.505e-10	0.318401	-0.107481	0.00285469
5.605e-10	0.314628	-0.116113	-0.000500239
5.705e-10	0.315059	-0.120617	-0.00428131
5.805e-10	0.319566	-0.11935	-0.00750125
5.905e-10	0.326644	-0.11165	-0.00828519
6.005e-10	0.334314	-0.100277	-0.0068168
6.105e-10	0.341839	-0.0898658	-0.0057572
6.205e-10	0.350863	-0.0823086	-0.00752469
6.305e-10	0.363986	-0.077861	-0.0116087
6.405e-10	0.381614	-0.075242	-0.0148836
6.505e-10	0.401378	-0.0721048	-0.0151983
6.605e-10	0.420104	-0.0679151	-0.0132984
6.705e-10	0.436368	-0.0640266	-0.0110206
6.805e-10	0.45013	-0.0604753	-0.0101683
6.905e-10	0.461495	-0.0558161	-0.0112953
7.005e-10	0.471598	-0.0490527	-0.014016
7.105e-10	0.48109	-0.03946	-0.0170253
7.205e-10	0.48983	-0.0272508	-0.0180654
7.305e-10	0.497311	-0.0153563	-0.0160476
7.405e-10	0.504144	-0.00741473	-0.0116781
7.505e-10	0.511709	-0.00399388	-0.00742793
7.605e-10	0.52215	-0.00314221	-0.00531654
7.705e-10	0.535979	-0.0025549	-0.00474365
7.805e-10	0.550874	-0.00166591	-0.004823
7.905e-10	0.564894	0.00022247	-0.00616583
8.005e-10	0.577321	0.00512246	-0.00953628
8.105e-10	0.587215	0.0149306	-0.0148306
8.205e-10	0.593553	0.0296343	-0.0197946
8.305e-10	0.596233	0.0452766	-0.0223598
8.405e-10	0.59598	0.0580031	-0.0218731
8.505e-10	0.593494	0.0669778	-0.018343
