0	1	0	1.22465e-16
1.05e-11	0.999328	0.00136481	-0.000722404
2.05e-11	0.995711	0.00383176	-0.000166848
3.05e-11	0.988935	0.00458911	0.0020588
4.05e-11	0.982365	0.000807936	0.00573083
5.05e-11	0.978476	-0.00928686	0.0101285
6.05e-11	0.976121	-0.0257194	0.0141688
7.05e-11	0.973289	-0.0467856	0.0167148
8.05e-11	0.96568	-0.0692524	0.0171018
9.05e-11	0.944589	-0.0882709	0.0157995
1.005e-10	0.906416	-0.0998024	0.0141943
1.105e-10	0.861621	-0.103927	0.0129043
1.205e-10	0.825314	-0.104223	0.0119076
1.305e-10	0.799183	-0.10458	0.0101872
1.405e-10	0.773843	-0.102647	0.00681536
1.505e-10	0.742751	-0.0940863	0.00517413
1.605e-10	0.69927	-0.0821193	0.00740176
1.705e-10	0.63753	-0.0724415	0.0098021
1.805e-10	0.560366	-0.068509	0.00962888
1.905e-10	0.47734	-0.0722764	0.00821915
2.005e-10	0.401246	-0.0842011	0.00628497
2.105e-10	0.345509	-0.0991534	0.0038245
2.205e-10	0.316605	-0.106948	0.00405147
2.305e-10	0.3123	-0.107798	0.00891621
2.405e-10	0.325669	-0.112384	0.0148674
2.505e-10	0.347149	-0.123617	0.0188929
2.605e-10	0.367028	-0.13861	0.0180096
2.705e-10	0.380706	-0.151215	0.011297
2.805e-10	0.390098	-0.15587	0.00124839
2.905e-10	0.400553	-0.153316	-0.00775114
3.005e-10	0.421114	-0.144333	-0.00982781
3.105e-10	0.457709	-0.134181	-0.0049254
3.205e-10	0.498216	-0.135725	0.00170535
3.305e-10	0.525621	-0.151854	0.00525894
3.405e-10	0.536049	-0.174004	0.00264936
3.505e-10	0.537919	-0.191106	-0.00481198
3.605e-10	0.539529	-0.20012	-0.0134565
3.705e-10	0.541807	-0.200694	-0.0233882
3.805e-10	0.54333	-0.187851	-0.0341709
3.905e-10	0.540983	-0.15857	-0.0438808
4.005e-10	0.52872	-0.114614	-0.0512923
4.105e-10	0.505959	-0.0641873	-0.0547394
4.205e-10	0.479451	-0.0127846	-0.0558668
4.305e-10	0.45319	0.03895	-0.0564519
4.405e-10	0.428716	0.0922788	-0.0546109
4.505e-10	0.408366	0.147583	-0.049654
4.605e-10	0.391849	0.198183	-0.0450444
4.705e-10	0.375286	0.235196	-0.0426619
4.805e-10	0.357666	0.254125	-0.0401021
4.905e-10	0.33969	0.260336	-0.0353486
5.005e-10	0.321298	0.26539	-0.0292336
5.105e-10	0.29962	0.276391	-0.0243121
5.205e-10	0.273204	0.295221	-0.0215294
5.305e-10	0.245495	0.318654	-0.0204196
5.405e-10	0.222409	0.34335	-0.0200274
5.505e-10	0.208019	0.369913	-0.0189934
5.605e-10	0.200745	0.399658	-0.0187945
5.705e-10	0.197976	0.428958	-0.0198345
5.805e-10	0.19659	0.45302	-0.0209704
5.905e-10	0.191706	0.471229	-0.0214876
6.005e-10	0.178694	0.486159	-0.0220343
6.105e-10	0.154855	0.499709	-0.0232816
6.205e-10	0.122568	0.511947	-0.0240559
6.305e-10	0.0854721	0.521243	-0.025816
6.405e-10	0.042663	0.523266	-0.0313129
6.505e-10	-0.00663023	0.514163	-0.0381556
6.605e-10	-0.0579301	0.493015	-0.0431486
6.705e-10	-0.10399	0.462915	-0.0435649
6.805e-10	-0.139983	0.431724	-0.0395029
6.905e-10	-0.168116	0.406965	-0.0338749
7.005e-10	-0.191719	0.393483	-0.0281576
7.105e-10	-0.213019	0.39053	-0.0241614
7.205e-10	-0.235136	0.390736	-0.0232364
7.305e-10	-0.261081	0.390543	-0.0257079
7.405e-10	-0.292015	0.38781	-0.0301944
7.505e-10	-0.327476	0.381168	-0.0327551
7.605e-10	-0.365301	0.372883	-0.0328939
7.705e-10	-0.40183	0.362959	-0.0342496
7.805e-10	-0.433921	0.348198	-0.0381376
7.905e-10	-0.46134	0.326919	-0.0422335
8.005e-10	-0.485681	0.300549	-0.0425408
8.105e-10	-0.508014	0.275144	-0.0384388
8.205e-10	-0.529116	0.255993	-0.0326936
8.305e-10	-0.54934	0.242739	-0.0272416
8.405e-10	-0.56718	0.233528	-0.0220885
8.505e-10	-0.581559	0.229791	-0.0183419
8.605e-10	-0.595083	0.22935	-0.0158322
8.705e-10	-0.609728	0.229198	-0.0142059
8.805e-10	-0.62521	0.226736	-0.0149174
8.905e-10	-0.64194	0.21924	-0.0175633
9.005e-10	-0.659271	0.206123	-0.0203806
9.105e-10	-0.675684	0.188519	-0.0218607
9.205e-10	-0.691431	0.168521	-0.0214226
9.305e-10	-0.705741	0.14968	-0.0200149
9.405e-10	-0.716616	0.133363	-0.0201654
9.505e-10	-0.722489	0.115983	-0.0233663
9.605e-10	-0.724488	0.0944433	-0.028068
9.705e-10	-0.726713	0.0698726	-0.0316751
9.805e-10	-0.731581	0.0459857	-0.0328986
9.905e-10	-0.738184	0.0252065	-0.0325174
1.0005e-09	-0.744718	0.00663169	-0.0319123
1.0105e-09	-0.75033	-0.0113537	-0.0318923
1.0205e-09	-0.755419	-0.030646	-0.0330028
1.0305e-09	-0.761306	-0.0524031	-0.0340597
1.0405e-09	-0.767559	-0.0748808	-0.0327301
1.0505e-09	-0.77278	-0.0932651	-0.0279849
1.0605e-09	-0.777028	-0.104141	-0.0218638
1.0705e-09	-0.781879	-0.107155	-0.0169663
1.0805e-09	-0.787299	-0.102359	-0.0140989
1.0905e-09	-0.793345	-0.0901401	-0.0127224
1.1005e-09	-0.800686	-0.0725575	-0.0132289
1.1105e-09	-0.810106	-0.0540603	-0.0155565
1.1205e-09	-0.822381	-0.0389519	-0.01902
1.1305e-09	-0.837183	-0.0294513	-0.0218785
1.1405e-09	-0.85202	-0.0243188	-0.0223915
1.1505e-09	-0.865678	-0.020621	-0.0209859
1.1605e-09	-0.878178	-0.0172629	-0.0196484
1.1705e-09	-0.888979	-0.0159798	-0.0202668
1.1805e-09	-0.895441	-0.0199814	-0.0222709
1.1905e-09	-0.893309	-0.0297413	-0.0248241
1.2005e-09	-0.884348	-0.0437993	-0.0282633
1.2105e-09	-0.872919	-0.0641738	-0.0321236
1.2205e-09	-0.861271	-0.0921404	-0.034314
1.2305e-09	-0.851728	-0.125583	-0.034195
1.2405e-09	-0.844099	-0.159638	-0.0324572
1.2505e-09	-0.839174	-0.190889	-0.0278991
1.2605e-09	-0.83766	-0.217913	-0.021797
1.2705e-09	-0.838673	-0.240135	-0.0155399
1.2805e-09	-0.841696	-0.255379	-0.00940459
1.2905e-09	-0.846934	-0.262346	-0.0041431
1.3005e-09	-0.853269	-0.262389	-0.00108862
1.3105e-09	-0.858449	-0.257529	0.000170161
1.3205e-09	-0.861629	-0.247814	0.00164361
1.3305e-09	-0.864571	-0.233396	0.00453405
1.3405e-09	-0.868695	-0.215765	0.00781766
1.3505e-09	-0.873348	-0.196194	0.00963481
1.3605e-09	-0.877126	-0.176651	0.00924831
1.3705e-09	-0.879913	-0.158805	0.00747146
1.3805e-09	-0.881618	-0.143091	0.00504188
1.3905e-09	-0.881529	-0.130741	0.00257589
1.4005e-09	-0.879819	-0.123285	0.000487006
1.4105e-09	-0.877981	-0.120722	-0.00191233
1.4205e-09	-0.875995	-0.123428	-0.00540336
1.4305e-09	-0.873439	-0.131615	-0.00873583
1.4405e-09	-0.871321	-0.143833	-0.010891
1.4505e-09	-0.87079	-0.15779	-0.0119403
1.4605e-09	-0.872015	-0.171555	-0.0119231
1.4705e-09	-0.875269	-0.182728	-0.0107279
1.4805e-09	-0.880626	-0.18912	-0.00847974
